board,drift_deg,roll_case,element_index,sub_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_stored_parent
default_shortboard,0,1,7,3,20460.0006745154,1023.0,20.0000006593503,3.24198070341352,3.5780348777771
default_shortboard,0,1,7,4,20459.9985327919,1023.0,19.999998565779,3.25766001754439,3.5780348777771
default_shortboard,0,1,7,5,20459.999747072,1023.0,19.9999997527586,3.20592819832265,3.5780348777771
default_shortboard,0,1,7,6,20460.0003219726,1023.0,20.0000003147337,3.01722736973781,3.5780348777771
default_shortboard,0,1,7,7,20459.9995649876,1023.0,19.9999995747679,2.4534316969761,3.5780348777771
default_shortboard,0,1,7,8,20460.0008977206,1023.0,20.0000008775372,2.21494856025911,3.5780348777771
default_shortboard,0,1,7,9,20459.9997978838,1023.0,19.9999998024279,2.66065305273386,3.5780348777771
default_shortboard,0,1,8,0,20460.0010378454,1023.0,20.0000010145116,0.861989531802348,3.04586744308472
default_shortboard,0,1,8,1,20459.9996100571,1023.0,19.9999996188241,1.53804945835754,3.04586744308472
default_shortboard,0,1,8,2,20459.9997927815,1023.0,19.9999997974404,2.18767573277071,3.04586744308472
default_shortboard,0,1,8,3,20460.0009558399,1023.0,20.0000009343498,2.61966676265582,3.04586744308472
default_shortboard,0,1,8,4,20460.0005811086,1023.0,20.0000005680436,2.70911570684868,3.04586744308472
default_shortboard,0,1,8,5,20460.0002506301,1023.0,20.0000002449952,2.78562813240625,3.04586744308472
default_shortboard,0,1,8,6,20459.9993899118,1023.0,19.9999994036283,2.73360107215281,3.04586744308472
default_shortboard,0,1,8,7,20460.0005953031,1023.0,20.0000005819189,2.63869437644346,3.04586744308472
default_shortboard,0,1,8,8,20460.0010632801,1023.0,20.0000010393745,2.73379882312508,3.04586744308472
default_shortboard,0,1,8,9,20460.000054354,1023.0,20.0000000531319,2.12848556219775,3.04586744308472
default_shortboard,0,1,9,0,20459.9993407555,1023.0,19.9999993555773,-0.211652622470203,2.09289836883545
default_shortboard,0,1,9,1,20459.9997082508,1023.0,19.9999997148101,0.553338708095954,2.09289836883545
default_shortboard,0,1,9,2,20459.9993390221,1023.0,19.9999993538828,1.17562609003398,2.09289836883545
default_shortboard,0,1,9,3,20460.0003677504,1023.0,20.0000003594823,1.651101136442,2.09289836883545
default_shortboard,0,1,9,4,20460.0004646885,1023.0,20.000000454241,2.03761839018207,2.09289836883545
default_shortboard,0,1,9,5,20459.9992994897,1023.0,19.9999993152392,2.454476231037,2.09289836883545
default_shortboard,0,1,9,6,20460.0007775209,1023.0,20.00000076004,2.71602822712819,2.09289836883545
default_shortboard,0,1,9,7,20460.0008610013,1023.0,20.0000008416435,3.53012431474121,2.09289836883545
default_shortboard,0,1,9,8,20460.0009273721,1023.0,20.000000906522,2.04692485220562,2.09289836883545
