board,drift_deg,roll_case,element_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_residual,n_sub_elements
default_shortboard,15,2,6,20459.9997638257,1023,19.9999997691355,3.56582515286321,-0.335532736312203,10
default_shortboard,15,2,7,20459.9996389232,1023,19.9999996470413,2.92447492220061,-0.0618779983316191,10
default_shortboard,15,2,8,20459.9996973893,1023,19.9999997041929,3.00410100562118,0.0743834648802144,10
default_shortboard,15,3,0,20460.001212067,1023,20.0000011848163,43.5082532064456,-0.735357175634448,10
default_shortboard,15,3,1,20459.9988584224,1023,19.9999988840883,12.7170625533255,-0.43259755714813,10
default_shortboard,15,3,2,20459.9995739495,1023,19.9999995835284,6.95744109084662,-1.0014369494671,10
default_shortboard,15,3,3,20460.0013039691,1023,20.0000012746521,5.52989394586617,-1.20149891454643,10
default_shortboard,15,3,4,20459.9985128904,1023,19.999998546325,5.04011279460485,-0.905234037670542,10
default_shortboard,15,3,5,20459.9988678943,1023,19.9999988933473,5.81354914737874,-0.765234364736737,10
default_shortboard,15,3,6,20459.9974339058,1023,19.9999974915991,9.35998471493581,-1.01843611483713,10
default_shortboard,15,3,7,20460.0007427012,1023,20.0000007260032,2.49093876023814,0.089117146926371,10
default_shortboard,15,3,8,20459.9978568683,1023,19.9999979050521,2.56191916084388,0.250818677903209,10
default_shortboard,15,4,0,20459.9983763865,1023,19.99999841289,,,10
default_shortboard,15,4,1,20460.0016217955,1023,20.0000015853328,,,10
default_shortboard,15,4,2,20459.9997443429,1023,19.9999997500908,16.2384652814352,-0.611632374814779,10
default_shortboard,15,4,3,20459.9991601579,1023,19.99999917904,10.2848204666419,-1.22735795437858,10
default_shortboard,15,4,4,20460.0011805315,1023,20.0000011539897,9.19219814260908,-1.3028713611751,10
default_shortboard,15,4,5,20460.0010695126,1023,20.0000010454669,12.5876327005743,-1.28267236076605,10
default_shortboard,15,4,6,20459.9978802283,1023,19.9999979278869,14.5172563656554,-0.375646962286529,10
default_shortboard,15,4,7,20460.0016218496,1023,20.0000015853857,11.9971660160688,-0.087793014082612,10
default_shortboard,15,4,8,20459.9982379054,1023,19.9999982775224,7.90922711141872,-0.0848100399179526,10
default_shortboard,15,4,9,20460.0008848906,1023,20.0000008649957,6.40676624310553,0.0145729256921969,10
default_shortboard,2,0,0,20460.0027699006,1023,20.0000027076252,,,10
default_shortboard,2,0,1,20460.0007881104,1023,20.0000007703914,11.6412932139682,0.416738198404238,10
default_shortboard,2,0,2,20460.0002576633,1023,20.0000002518703,9.91868874810931,0.854716274964781,10
default_shortboard,2,0,3,20460.0030845206,1023,20.0000030151717,6.42623524216369,0.6180806591864,10
default_shortboard,2,0,4,20460.0051345312,1023,20.000005019092,4.69950639781571,-0.238832358745571,10
default_shortboard,2,0,5,20459.9996520568,1023,19.9999996598795,3.71212317411501,-0.774565439776589,10
default_shortboard,2,0,6,20459.9996898863,1023,19.9999996968585,3.00818338484225,-1.15719375520291,10
default_shortboard,2,0,7,20460.0002485393,1023,20.0000002429514,2.53873483276949,-1.16409214400663,10
default_shortboard,2,0,8,20459.9992263936,1023,19.9999992437865,2.20162053487742,-0.929973884601954,10
default_shortboard,2,0,9,20459.9993847536,1023,19.9999993985861,1.92425623334357,-0.367520900598077,10
default_shortboard,2,0,10,20459.9982230791,1023,19.9999982630295,1.63884088702612,0.585609647707268,10
default_shortboard,2,0,11,20460.0004036827,1023,20.0000003946067,1.53905043990085,0.927268783158751,10
default_shortboard,2,1,0,20460.0002362357,1023,20.0000002309245,29.7300829357316,-7.65699058111406,10
default_shortboard,2,1,1,20459.9986240835,1023,19.9999986550181,18.2074598326694,-0.0235029206264805,10
default_shortboard,2,1,2,20459.9991845976,1023,19.9999992029302,13.118312543322,0.539336865831796,10
default_shortboard,2,1,3,20460.0039879811,1023,20.0000038983197,6.81737732789005,0.422853230447423,10
default_shortboard,2,1,4,20460.0000979171,1023,20.0000000957156,4.61394513337191,-0.399046771840497,10
default_shortboard,2,1,5,20460.0000495962,1023,20.0000000484812,3.72513034864742,-0.811822146927528,10
default_shortboard,2,1,6,20459.9988172683,1023,19.9999988438595,3.09175068651951,-0.956453735477561,10
default_shortboard,2,1,7,20460.0021553358,1023,20.0000021068776,2.77753169303449,-0.778225114292778,10
default_shortboard,2,1,8,20459.9973948337,1023,19.9999974534054,2.51689950860033,-0.533985453481582,10
default_shortboard,2,1,9,20460.0000547877,1023,20.0000000535559,2.19448750829502,-0.123611275198025,10
default_shortboard,2,1,10,20459.9994398225,1023,19.9999994524169,2.14578294266399,-0.182307486642044,10
default_shortboard,2,2,0,20460.0030449439,1023,20.0000029764847,26.4316318540283,-2.69037551596683,10
default_shortboard,2,2,1,20460.0019494896,1023,20.0000019056594,9.11049751807534,0.0713901953824703,10
default_shortboard,2,2,2,20459.9979447861,1023,19.9999979909933,5.93703780234977,-0.559242390979084,10
default_shortboard,2,2,3,20460.0005300755,1023,20.0000005181579,4.75996853182042,-0.82020686795985,10
default_shortboard,2,2,4,20459.9996284887,1023,19.9999996368414,3.93845302155508,-0.521638092489109,10
default_shortboard,2,2,5,20460.0008320682,1023,20.0000008133609,3.36985615174977,-0.397381273100696,10
default_shortboard,2,2,6,20460.0003174367,1023,20.0000003102998,3.08405287899392,-0.0360860045967781,10
